class,text
2,ЗП плата 200000 руб
2,График 10 часовая смена с 08-09 утра 6/1
2,"Премии за полгода, годовые и 13 зарплата"
2,Официальное трудоустройство по ТК РФ
2,-Работа вахтовым методом 30/30
2,-Бесплатное проживание в вахтовом городке
2,-Медицинская комиссия и спец
2,Проживание на время обучения предоставляется проживание в хостеле
2,З/П Сдельная выплаты сразу
2,-В среднем на человека 10000т/р
2,"Объемы огромные круглый год, без простоев"
2,-Объекты в Москве и Московской области звоните уточняйте
2,Официальное трудоустройство согласно ТК РФ
2,Своевременные выплаты 2 раза в месяц
2,10 часовой рабочий день дневная и ночная смена
2,Бесплатное горячее трхразовое питание
2,Готовить чертежи на гибку и сварку
2,Работать в 1С и офисных программах
2,График 5/2 Официальное трудоустройство Своевременная зп
2,"Вахта 60/30, 6/1 11 часовая смена"
2,Проживание ЗА СЧЕТ КОМПАНИИ в хостеле
2,Проезд ЗА СЧЕТ КОМПАНИИ
2,"до 2500,00 за билет"
2,"Предоставляется спецодежда, обувь, инструменты и средства индивидуальной защиты"
2,Предоставляется вахта до объекта
2,Медосмотр за счет организации
2,элементов в кузов автомобиля с без использованием ручного инструмента
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,Выплаты на карту без задержек
2,Работа вахтовым методом 60/30 дней и тд
2,Работа с ручной дуговой сваркой и не только
2,Работа на основе разработанного плана
2,НОЧНЫЕ СМЕНЫ ОПЛАЧИВАТСЯ БОЛЬШЕ
2,БЕСПЛАТНЫЙ ПРОЕЗД С ВАШЕГО ГОРОДА ДО ОБЪЕКТА И ОБРАТНО
2,"Оформление по ТК РФ, белая заработная плата"
2,График работы командировками 2/1
2,Оплачиваемый отдых между командировками в размере 20 000 рублей
2,"Предоставляется проживание в общежитиях ИТР, вагон-домах"
2,Питание предоставляется в столовых трехразовое за счет компании
2,"Вахта 3015, 4530, 60/30,"
2,"График договорной 6/1, 52, 70 и тд"
2,"Предоставляем спецодежду, БЕСПЛАТНОЕ питание"
2,"Трудоустройство официальное по ТК РФ,"
2,Выплаты 2 раза в месяц на карту любого банка
2,Минимальная вахта от 30 смен
2,Проживание на время вахты без вычетов из ЗП
2,"Ремонт токарных, фрезерных, сверлильных и зубонарезных станков"
2,Заработная плата 2 раза / месяц
2,Техника в хорошем состоянии
2,Адрес места работы г Магнитогорск
2,Работа на автокранах на джойстиках XCMG 2018 г
2,Монтаж железобетонных и металлических конструкций
2,"Комфортные место проживания бесплатно, питание суточные"
2,Официальное оформление по ТК РФ
2,комиссия за счет работодателя
2,"Своевременные выплаты заработной платы, 2 раза в месяц"
2,"График работы 6/1, выходные плавающие"
2,комиссия за счет работодателя
2,Адрес места работы г Магнитогорск
2,Заработная плата 2 раза / месяц
2,Техника в хорошем состоянии
2,"График работы смена 9 часов, с 8 до 18"
2,Работа на автокранах на джойстиках XCMG 2018 г
2,Монтаж железобетонных и металлических конструкций
2,"Своевременная и стабильная заработная плата, без задержек"
2,Первый аванс возможно после 3 рабочих смен
2,Компенсация проезда возможна покупка билета
2,Оформление и заселение в день приезда
2,По приезду в город встречает мастер
2,Официальная зп с выплатами 3 раза в месяц
2,График работы 6/1 с 8
2,График работы пн-пт с 09
2,Постоянная работа в крупной стабильной компании
2,Гарантированные выплаты 2 раза в месяц
2,Бесплатное жилье для иногородних
2,"График работы по договоренности 5/2, 6/1 по 8/11 часов"
2,Часовая ставка 300 р
2,Можно работать вахтой 60/30
2,обучение на монтажника при желании кандидата
2,Выплаты на карту без задержек
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,Работа вахтовым методом 60/30 дней и тд
2,НАКС 100 000 Руб
2,Бесплатные обеды прямо на месте работы
2,Возможна подработка на вахте оплачиваемые переработки
2,Выплаты на карту без задержек
2,Оплачиваем билет до места работы
2,"Работа вахтовым методом 30/30, 60/30 дней и тд"
2,Выплаты на карту без задержек
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,Работа вахтовым методом 60/30 дней и тд
2,"Заработная плата указана за вахту 60 дней,"
2,"Вахта 45 или 60 дней,"
2,Своевременная выплата заработной платы
2,Оплата межвахты от 8 000- 13 000 руб
2,Проезд до объекта предоставляет организация
2,Медицинская комиссия за счет Работодателя
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,Работа вахтовым методом 60/30 дней и тд
2,Выплаты на карту без задержек
2,Работа с ручной дуговой сваркой и не только
2,Работа на основе разработанного плана
2,Компенсация затрат на проезд
2,"График вахты выбираете сами 30/30, 60/30"
2,"Своевременная и стабильная заработная плата, без задержек"
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,Медосмотр на объекте бесплатно
2,Карьерный рост Предоставляется спецодежда
2,БЕЗ вычетов с з/п
2,Питание за счет работодателя
2,Работа на полный рабочий день
2,Оплата труда без задержек
2,Возможность карьерного роста и обучения
2,Работа на объектах в Москве
2,Березник Устьянского района Архангельской области
2,БЕСПЛАТНОЕ проживание в комфортабельном общежитии
2,оформление согласно ТК РФ
2,официальная заработная плата без задержек два раза в месяц
2,"социальные гарантии оплачиваемый отпуск, больничный"
2,"график работы сменный с 07,00 до 16"
2,"корпоративные скидки на услуги Альфа-страхования, санаторно-курортное лечение"
2,Вахта 60/30 можно продлевать
2,Компенсация проезда до 2000 руб
2,-Проживание в квартире за счет компании
2,Обеспечиваем спецодеждой и СИЗами бесплатно
2,-Питание предоставляется бесплатно 1 раз
2,-Выплаты зп два раза в месяц авансирование
2,"15 числа, зп 30 числа, за предыдущий месяц"
2,Официальное трудоустройство согласно ТК РФ
2,Своевременные выплаты 2 раза в месяц
2,10 часовой рабочий день дневная и ночная смена
2,Бесплатное горячее трхразовое питание
2,Мед комиссия у нас на месте
2,3х разовое питание предоставляется БЕСПЛАТНО
2,Мы прямой работодатель и не берем денег за трудоустройство
2,"Бесплатное проживание, заселение в день приезда"
2,Медкомиссия за счет работодателя
2,Работа вахтовым методом 60/30 дней и тд
2,Работать с многокомпонентной краской
2,Оплачиваем билет до места работы
2,Бесплатные обеды прямо на месте работы
2,НАКС 100 000 Руб
2,"Работа вахтовым методом 30/30, 60/30 дней и тд"
2,Возможна подработка на вахте оплачиваемые переработки
2,Выплаты на карту без задержек
2,Работа на основе разработанного плана
2,Работа с ручной дуговой сваркой и не только
2,Проезд за счет компании Покупаем с любого города России
2,"одежда, Прохождение медосмотра и 3х разовое питание предоставляется БЕСПЛАТНО"
2,"Документы для трудоустройства паспорт рф, снилс"
2,"инн, корочкиесли есть трудовая книжкаесли есть"
2,"Вахта 60/30, 6/1 11 часовая смена"
2,Проживание ЗА СЧЕТ КОМПАНИИ в хостеле
2,Проезд ЗА СЧЕТ КОМПАНИИ
2,"до 2500,00 за билет"
2,"Предоставляется спецодежда, обувь, инструменты и средства индивидуальной защиты"
2,Предоставляется вахта до объекта
2,Медосмотр за счет организации
2,Стабильная выплата всех мотивационных и компенсационных составляющих
2,"Возможность обучения, развития и карьерного роста"
2,Оформление по ТК РФ
2,График 5/2 с 8 до 18 час
2,З/п от 110 000р в месяц
2,-Проживание в квартире за счет работодателя
2,-Спецодежда и медосмотр за счет компании
2,-Стабильная заработная плата без задержек
2,-Официальное трудоустройство согласно ТК
2,Проживание на участках в вагончиках
2,Доставка до объекта служебным транспортом
2,Стоимость СМЕНЫ 2000 рублей
2,"Проживание в квартирах или хостеле,3 человка в квартирах"
2,В хостеле от 5 до 9 чел
2,З/п от 110 000р в месяц
2,-Проживание в квартире за счет работодателя
2,-Спецодежда и медосмотр за счет компании
2,-Стабильная заработная плата без задержек
2,-Официальное трудоустройство согласно ТК
2,"График работы Стабильные 5/2, а также гибкий график 2/2"
2,"Дружный коллектив высококлассных специалистов, у которых есть чему поучиться"
2,Эффективная система наставничества позволит вам быстрее адаптироваться в компании
2,"Испытание, регулировка и сдача после ремонта"
2,"жилье квартиры, вахта 60/30"
2,Выплаты на карту без задержек
2,Работа вахтовым методом 60/30 дней и тд
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,График выплат ЗП обсуждается индивидуально
2,Работа в активно растущей компании
2,Обучение за счт компании
2,"Бесплатное проживание, заселение в день приезда"
2,Мы прямой работодатель и не берем денег за трудоустройство
2,Медкомиссия за счет работодателя
2,Работа вахтовым методом 60/30 дней и тд
2,ЗП 201140 руб за вахту в т
2,суточные 200 рублей в день
2,Бульдозеры новые поэтому стаж обязательно
2,Быть специалистом своей профессии
2,"Карьерный рост Своевременная и стабильная заработная плата, без задержек"
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,Питание за счет работодателя Медосмотр на объекте бесплатно
2,Компенсация затрат на проезд
2,Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,вахта 30 15 короткая работа вахтой 30 15
2,вахта 45 30 средняя работа вахтой 45 30
2,вахта 60 30 повышенная работа вахтой 60 30
2,вахта 90 30 длительная работа вахтой 90 30
2,БЕЗ вычетов с з/п
2,Заинтересовала вакансия ЗВОНИ сейчас чтобы успеть на набор
2,Медосмотр на объекте бесплатно
2,Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,БЕЗ вычетов с з/п
2,"Своевременная и стабильная заработная плата, без задержек"
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,Компенсация затрат на проезд
2,"График вахты выбираете сами 30/30, 60/30"
2,Питание за счет работодателя Карьерный рост
2,Спецодежда Предоставляем спецовку по сезону и обувь
2,"Проезд Бесплатный, корпоративный автобус"
2,"Питание Обед предоставляется на смене, комплексный обед, выездная кухня"
2,Компенсация затрат на проезд
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,"График вахты выбираете сами 30/30, 60/30"
2,БЕЗ вычетов с з/п
2,Медосмотр на объекте бесплатно
2,Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,Компенсация затрат на проезд
2,Питание за счет работодателя Предоставляется спецодежда
2,БЕЗ вычетов с з/п
2,Медосмотр на объекте бесплатно
2,"Своевременная и стабильная заработная плата, без задержек"
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,"График вахты выбираете сами 30/30, 60/30"
2,Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,"График вахты выбираете сами 30/30, 60/30"
2,"Своевременная и стабильная заработная плата, без задержек"
2,выплаты строго 2 раза в месяц
2,Фиксированная ставка без скрытых вычетов
2,Карьерный рост Официальное трудоустройство по ТК РФ
2,Трудоустройство официальное с первого дня
2,БЕЗ вычетов с з/п
2,Компенсация затрат на проезд
2,Питание за счет работодателя Медосмотр на объекте бесплатно
2,Проживание Проживание в квартирах со всеми удобствами
2,Питание Питание за свой счет
2,Есть возможность питаться в заводской столовой
2,Оплата с первого дня
2,Полностью официальное оформление по ТК
2,Продление вахты возможно на месте
2,90 сотрудников продлевают вахту и остаются с нами
2,Оплата с первого дня
2,Полностью официальное оформление по ТК
2,Продление вахты возможно на месте
2,90 сотрудников продлевают вахту и остаются с нами
2,Присоединяйтесь к нашей дружной команде
2,Деньги за трудоустройство не берем
2,Оформление в день обращения
2,"Выплаты официальные, 2 раза в месяц"
2,График работы 5/2 или 6/1 8 часов
2,Приветствуется работа в бригадах
2,Контроль за техническим состоянием объектов
2,"Составление документов, подтверждающих готовность объектов к очередному отопительному сезону"
2,Участие в подписании договоров с организациями
2,Судженск / ОП Распадское г
2,-вахтовый метод работы 15/15
2,-дополнительно выплачиваем вахтовые 500 руб
2,-компенсируем проезд к месту работы и домой
2,"-предоставляем место в общежитии, спецодежду"
2,-подтверждаем горный льготный стаж для назначения досрочной пенсии
2,График работы 61 по 11 часов
2,Питание за свой счет
2,Рабочая одежда выдается после 10 отработанных смен
2,График работы 61 по 11 часов
2,Питание за свой счет
2,Рабочая одежда выдается после 10 отработанных смен
2,График работы 61 по 11 часов
2,Питание за свой счет
2,Рабочая одежда выдается после 10 отработанных смен
2,Почасовая оплата труда 300 рублей в час
2,"Зарплата без задержек, каждые две недели"
2,Медосмотр за счт организации
2,В первый рабочий день выдается спецодежда
2,Ждм Вас у нас на производстве
2,Оплата с первого дня
2,Полностью официальное оформление по ТК
2,Продление вахты возможно на месте
2,90 сотрудников продлевают вахту и остаются с нами
2,Присоединяйтесь к нашей дружной команде
2,Работа на полный рабочий день
2,Оплата труда без задержек
2,Возможность карьерного роста и обучения
2,Работа на объектах в Москве
2,работа на производственном участке ОП Кимканское ЕАО г
2,"Биробиджан, ОП Малмыж Хабаровский край"
2,"Вахта 60/30 вахту можно продлевать, перевахтовку уменьшать"
2,7/0 по 10 часов
2,Официальное оформление по ТК РФ
2,Зарплату перечисляется 2 раза в месяц на карту
2,Бесплатное проживание со всеми удобствами в общежитии/вагон-городке
2,Полный комплект спецодежды выдам с первого дня
2,Что от вас требуется
2,"Стаж, подтвержденный в ТК, от 3х лет"
2,Удостоверение тракториста-машиниста категории D
2,или свидетельство об обучении на машиниста экскаватора 6 разряда
2,Выплаты авансов каждые 2 недели
2,Проживание предоставляется без вычетов
2,Спецодежда и обувь выдается полностью без вычетов
2,"Место работы Республика Башкортостан, Благоварский район"
2,Оформление согласно ТК РФ
2,Компенсация аренды жилья для иногородних специалистов
2,Оплата стоимости медкомиссии при трудоустройстве
2,Детские лагеря для детей сотрудников предприятия
2,Полностью белая зарплата и официальное трудоустройство
2,Проживание в 8 местных вагончиках по 6 человек
2,Питание в столовой 3-х разовое
2,Компенсация проезда и северной медкомиссии
2,График 6/1 по 11 рабочих часов
2,"Трудоустройство официальное по ТК РФ,"
2,Официальное трудоустройство согласно ТК РФ
2,Зарплата выдается БЕЗ ЗАДЕРЖЕК
2,Проживание в общежитии/хостеле БЕСПЛАТНО
2,ЗП 123 000 т
2,ЗП 165 000 т
2,З/п от 110 000р в месяц
2,-Проживание в квартире за счет работодателя
2,-Спецодежда и медосмотр за счет компании
2,-Стабильная заработная плата без задержек
2,-Официальное трудоустройство согласно ТК
2,80 км до г
2,"Краснодар, 27 км до г"
2,В 2 часах езды расположено плато Лаго-Наки
2,Рядом с городом находятся термальные источники с лечебной водой
2,На территории города находится узловая железнодорожная станция Белореченская
2,Более 20 дошкольных организаций детские сады-ясли
2,Более 20 общеобразовательных организаций школы
2,"Учреждения дополнительного образования кружки, секции"
2,Академия филиал футбольного клуба Краснодар
2,Стоимость СМЕНЫ 2000 рублей
2,Умение работать в коллективе
2,ДЛЯ ОТКЛИКА ЗВОНИТЕ ИЛИ ПИШИТЕ
2,Оставьте ваш номер в чате Мы перезвоним максимально быстро
2,Официальное трудоустройство согласно ТК РФ
2,Своевременные выплаты 2 раза в месяц
2,10 часовой рабочий день дневная и ночная смена
2,Бесплатное горячее трхразовое питание
2,Авансирование каждые 2 недели 15 и 30-31 числа
2,"СУТОЧНЫЕ 200 рублей, 11 часовой день, 7/0"
2,одежды и средств защиты
2,"жилье квартиры, вахта 60/30"
2,Работа вахтовым методом 60/30 дней и тд
2,Медкомиссия за счет работодателя
2,"Бесплатное проживание, заселение в день приезда"
2,Мы прямой работодатель и не берем денег за трудоустройство
2,"Бесплатное проживание, заселение в день приезда"
2,Мы прямой работодатель и не берем денег за трудоустройство
2,Работа вахтовым методом 60/30 дней и тд
2,Медкомиссия за счет работодателя
2,Стабильный и прозрачный доход 30 000
2,Пятидневная рабочая неделя с 800 до 1700
2,"Адрес офиса Калачинск, Советская улица, 20"
2,Выплаты на карту без задержек
2,Бесплатные обеды прямо на месте работы
2,Возможна подработка на вахте оплачиваемые переработки
2,НАКС 100 000 Руб
2,"Работа вахтовым методом 30/30, 60/30 дней и тд"
2,Оплачиваем билет до места работы
2,Еженедельный аванс 3000 рублей
2,Выплаты 2 раза в месяц
2,Оформление официальное по трудовому договору
2,11-ти часовой рабочий день с перерывом на обед
2,"Вахта 30/30, 45/30 республика Коми, г"
2,Работа на месторождении Лабаган
2,"Заработная плата выплачивается своевременно, без задержек"
2,Звоните или оставьте свой телефон и мы перезвоним Вам
2,Рабочее место на территории завода промышленного литья г
2,"Своевременная выплата заработной платы, БЕЗ задержек"
2,График работы 6/1 по 11 часов
2,Официальное трудоустройство согласно ТК РФ
2,"Спецодежда и СИЗ предоставляются,"
2,Для иногороднего персонала предоставляется жиль
2,Проезд до места выполнения работ и мед
2,Мы прямой работодатель и не берем денег за трудоустройство
2,"Бесплатное проживание, заселение в день приезда"
2,Работа вахтовым методом 60/30 дней и тд
2,Медкомиссия за счет работодателя
2,Заселение в день прибытия
2,"Спецодежда лето, зима СИЗ"
2,График 6/1 10-ти часовой рабочий день
2,"Потребность открыта в городах Новосибирск, Истра"
2,Возможны командировки по согласованию
2,"В случае командировок, предоставляется проживание и командировочные"
2,"оплата 340/час дневные смены, на 20больше ночные"
2,"жилье квартиры, вахта 60/30"
2,Комфортные место проживания бесплатно
2,Официальное оформление по ТК РФ
2,"Вахтовый метод на выбор 60/30 , 90/30"
2,Стабильные выплаты зарплаты 2 раза в месяц
2,Ставка за смену от 3700 р
2,Работа вахтовым методом на объектах строительства ПАО quot
2,"Официальное трудоустройство, стабильные выплаты зарплаты 2 раза в месяц"
2,Полис страхования от несчастных случаев
2,Проживание на участках в вагончиках
2,Доставка до объекта служебным транспортом
2,Акция приведи друга получи 3000 рублей
2,"Проживание в квартирах или хостеле,3 человка в квартирах"
2,В хостеле от 5 до 9 чел
2,МЕСТО РАБОТЫ ГОРОД НОГИНСК
2,График работы 5/2 с 9 до 18
2,Испытательный срок 2 мес
2,ЗП по итогам собеседования зависит от опыта и знаний
2,"Основными нашими Заказчиками являются Роснефть ГАЗПРОМ, СИБУР-Холдинг,Петронефть"
2,Также успешно сотрудничаем и с другими компаниями данного направления
2,Ежегодная индексация заработной платы
2,Компенсация питания в цеховых столовых
2,График работы 2/2 ЖД
2,"Качественная спецодежда, включая обувь на летний и зимний периоды"
2,Комфортные комнаты приема пищи в цехе
2,Доставка автобусом из разных районов города до проходной
2,"Частичная оплата ДМС медицина, включая стоматологию"
2,Оплата образовательных услуг в детских садах для ваших детей
2,Подарки детям на Новый Год
2,Оформление согласно ТК РФ
2,График работы 5/2 с 900 до 1800
2,Выплата заработной платы два раза в месяц з/а
2,Зарплата от 100 т
2,Оплата с первого дня
2,Полностью официальное оформление по ТК
2,"БЕСПЛАТНОЕ проживание в квартире условия хорошие, без живностей"
2,Все для комфортного проживания предоставляется
2,Стабильная работа без задержек
2,"Работа вахтовым методом на выбор 60/30, 90/30"
2,Корпоративный транспорт от места проживания до работы и обратно
2,Продление вахты возможно на месте
2,90 сотрудников продлевают вахту и остаются с нами
2,Присоединяйтесь к нашей дружной команде
2,Звоните и пишите в удобное для вас время
2,Заказы ежедневные без перебоев
2,Проживание на время обучения предоставляется проживание в хостеле
2,З/П Сдельная выплаты сразу
2,-В среднем на человека 10000т/р
2,"Объемы огромные круглый год, без простоев"
2,-Объекты в Москве и Московской области звоните уточняйте
2,выплачивается вовремя два раза в месяц
2,с 9-00 до 20-00
2,Можно вахтой 30х30 30х15 30х10
2,"3-х разовое питание завтрак, обед, ужин"
2,Бесплатное проживание в квартирах/домах со всеми удобствами
2,"Спецодежда, обувь, СИЗ, инструмент, медкомиссия за счет Работодателя"
2,"6/1 по 11 часов, только дневные смены"
2,Официальное трудоустройство с первого дня работы
2,Заработная плата от 29 000 руб
2,Заработная плата выплачивается ЕЖЕНЕДЕЛЬНО
2,Современное оборудованное рабочее место
2,Обучение в процессе работы за счет компании
2,Дружный и веселый коллектив
2,График работы 5/2 с 8 до 17 часов
2,ДВА РАЗА В МЕСЯЦ
2,При желании обучение и карьерный рост
2,Работа на новейшей прогрессивной производственной площадке
2,Участие в запуске крупнейшего производства тракторов
2,"Официальное трудоустройство, белая заработная плата"
2,Перспектива карьерного и профессионального роста
2,Возможность получения незаменимого опыт от более опытных наставников
2,Беспроцентный займ для покупки недвижимости
2,"Льготные условия кредитования ипотека, автокредит в банках-партнерах"
2,Оказание материальной помощи нуждающимся сотрудникам
2,"Санаторно-курортное лечение Черноморское побережье, Кавминводы"
2,"Досуг, развлечения Билеты в кино, театр"
2,Корпоративные скидки более чем в 50 компаниях-партнерах
2,Питание сотрудников в столовых Компании по льготной цене
2,Помощь в устройстве в Детский сад
2,Льготные путевки в летний лагерь на Черноморском побережье
2,Организация праздничных развлекательных мероприятий в День защиты детей
2,Подарки всем отличникам и хорошистам по окончании учебного года
2,Медкомиссия за счет работодателя
2,Мы прямой работодатель и не берем денег за трудоустройство
2,"Бесплатное проживание, заселение в день приезда"
2,Работа вахтовым методом 60/30 дней и тд
2,Работа вахтовым методом 60/30 дней и тд
2,"Бесплатное проживание, заселение в день приезда"
2,Мы прямой работодатель и не берем денег за трудоустройство
2,Медкомиссия за счет работодателя
2,ЗП 70 000 руб
2,Работа в успешной развивающейся компании
2,Присылайте свои резюме и мы обязательно с Вами свяжемся
2,"Рабочее место Краснодарский край, Темрюкский район, поселок Волна"
2,Социальный пакет оплачиваемые отпуска и больничные листы
2,"Бесплатное проживание, заселение в день приезда"
2,Медкомиссия за счет работодателя
2,Мы прямой работодатель и не берем денег за трудоустройство
2,Работа вахтовым методом 60/30 дней и тд
2,Воронежа составляет 30-35 мин
2,График работы 5/2 08
2,Бесплатное проживание в квартирах/домах со всеми удобствами
2,"Спецодежда, обувь, СИЗ, инструмент, медкомиссия за счет Работодателя"
2,"6/1 по 11 часов, только дневные смены"
2,Официальное трудоустройство с первого дня работы
2,"жилье квартиры, вахта 60/30"
2,Мы прямой работодатель и не берем денег за трудоустройство
2,Работа вахтовым методом 60/30 дней и тд
2,"Бесплатное проживание, заселение в день приезда"
2,Медкомиссия за счет работодателя
2,вахта 60/30 в Брянске
2,Оплата с первого дня
2,Ночные смены оплачиваются больше на 20 от почасовой ставки
2,Полностью официальное оформление по ТК
2,Выплаты на карту без задержек
2,Работа вахтовым методом 60/30 дней и тд
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,Работа с ручной дуговой сваркой и не только
2,Работа на основе разработанного плана
2,Медкомиссия за счет работодателя
2,Работа вахтовым методом 60/30 дней и тд
2,Мы прямой работодатель и не берем денег за трудоустройство
2,"Бесплатное проживание, заселение в день приезда"
2,Работать с многокомпонентной краской
2,вахта 14/14 в Архангельской области
2,Работа вахтовым методом 60/30 дней и тд
2,Выплаты на карту без задержек
2,Оплачиваем билет до места работы При предоставлении ЖД билета
2,"Рассмотрим без опыта, с удостоверением"
2,график работы с 8
2,00 обед с 12
2,"00 без выходных, ночных смен нет"
2,Проезд оплачивается компанией либо компенсируется
2,Вахтовый метод работы 60/60 на месторождении МессояхаНефтегаз
2,Проживание в вагон-домах не более 4 человек собственный участок
2,Ремонт техники в тплых ремонтных боксах
2,Выплата заработной платы 15 и 30 числа без задержек
2,Работа на технике не старше 3-х лет
2,Трудоустройство согласно ТК РФ
2,Высокий уровень заработной платы от 150 000 рублей/месяц
2,Выплаты каждые 7-10 дней
2,Возможность получить объект на следующий день после трудоустройства
2,Удобный сервис для бронирования объектов
2,Поддержку руководителя по всем возникающим вопросам
2,Заработная плата выдается вовремя
2,У нас серьезные и надежные объекты
2,Группа компаний стабильно работает более 7 лет
2,МОНТАЖНИК ТТ ЗП ОТ 105
2,Официальное трудоустройство по трудовому законодательству мы прямой работодатель
2,Заработная плата переводится на банковскую карту которую укажете
2,Оформление по ТК РФ
2,"Есть как дневные смены, так и ночные"
2,До предприятия возит служебный автобус
2,одежду и необходимый комплект инструментов
2,Заработную плату от 100 000руб/мес 10 от суммы договора
2,"Выплаты заработной платы без задержек, еженедельно"
2,Работа по ТК РФ
2,Высокая и честная оплата труда
2,Работа по горячим входящим заявкам без холодных звонков
2,"Направления обучения продажи, переговоры, маркетинг, коммуникации, публичные выступления"
2,"Потолка в зарплатах нет, труд будет щедро вознагражден"
2,"Полная занятость, срочный трудовой договор"
2,Проезд за счет компании Покупаем с любого города России
2,"одежда, Прохождение медосмотра и 3х разовое питание предоставляется БЕСПЛАТНО"
2,"Документы для трудоустройства паспорт рф, снилс"
2,"инн, корочкиесли есть трудовая книжкаесли есть"
2,"Проживание, питание, проезд за счет организации"
2,"Заработная плата выплачивается своевременно, без задержек"
2,Звоните или оставьте свой телефон и мы перезвоним Вам
2,Заселение в день прибытия
